127.0.0.1 - - [22/Sep/2024:01:01:13 +0700] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:02:09 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/skin.css HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:02:41 +0700] "GET /testmaven/ HTTP/1.1" 200 59991
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:02:41 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/skin.css HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:02:41 +0700] "GET /assets/frontend/layout/img/up.png HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:02:41 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:02:41 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/shadow.png HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:05:00 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:05:08 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:05:25 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:05:34 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:05:42 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:05:59 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:06:08 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:06:16 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:06:35 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:06:45 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:06:55 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:07:15 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:07:42 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:07:51 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:08:07 +0700] "GET /testmaven/testmaven/assets/frontend/layout/img/up.png HTTP/1.1" 404 829
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:08:08 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:08:16 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:08:25 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:08:42 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:08:46 +0700] "GET /testmaven/ HTTP/1.1" 200 60221
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:08:46 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/skin.css HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:08:46 +0700] "GET /assets/frontend/layout/img/up.png HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:08:46 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:08:46 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/shadow.png HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:16:39 +0700] "GET /testmaven/ HTTP/1.1" 200 60221
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:16:39 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/skin.css HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:16:39 +0700] "GET /assets/frontend/layout/img/up.png HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:16:40 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/shadow.png HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:16:40 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:17:52 +0700] "GET /testmaven/ HTTP/1.1" 200 60221
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:17:52 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/skin.css HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:17:52 +0700] "GET /assets/frontend/layout/img/up.png HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:17:52 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:17:52 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/shadow.png HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:22:39 +0700] "GET /testmaven/ HTTP/1.1" 500 2678
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:23:13 +0700] "GET /testmaven/ HTTP/1.1" 500 2678
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:23:14 +0700] "GET /testmaven/ HTTP/1.1" 200 60221
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:23:14 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/skin.css HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:23:14 +0700] "GET /assets/frontend/layout/img/up.png HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:23:14 +0700] "GET /assets/global/plugins/slider-layer-slider/css/blank.gif HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:23:14 +0700] "GET /assets/global/plugins/slider-layer-slider/skins/fullwidth/shadow.png HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:10 +0700] "GET /testmaven/ HTTP/1.1" 500 2678
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /testmaven/ HTTP/1.1" 200 61614
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/frontend/layout/img/logos/logo-shop-red.png HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/frontend/pages/img/brands/esprit.jpg HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/frontend/pages/img/cart-img.jpg HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/frontend/pages/img/brands/next.jpg HTTP/1.1" 404 813
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/frontend/pages/img/brands/gap.jpg HTTP/1.1" 404 812
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/frontend/pages/img/brands/puma.jpg HTTP/1.1" 404 813
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/global/plugins/jquery-migrate.min.js HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/global/plugins/jquery.min.js HTTP/1.1" 404 799
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/global/plugins/bootstrap/js/bootstrap.min.js HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/frontend/layout/scripts/back-to-top.js HTTP/1.1" 404 813
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/global/plugins/jquery-slimscroll/jquery.slimscroll.min.js HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/global/plugins/fancybox/source/jquery.fancybox.pack.js HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/global/plugins/zoom/jquery.zoom.min.js HTTP/1.1" 404 813
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/global/plugins/carousel-owl-carousel/owl-carousel/owl.carousel.min.js HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/global/plugins/slider-layer-slider/js/greensock.js HTTP/1.1" 404 829
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/global/plugins/bootstrap-touchspin/bootstrap.touchspin.js HTTP/1.1" 404 832
0:0:0:0:0:0:0:1 - - [22/Sep/2024:01:27:42 +0700] "GET /assets/global/plugins/slider-layer-slider/js/layerslider.transitions.js HTTP/1.1" 404 843
